date,target_pm25,neighbor_avg_pm25,temperature,humidity,wind_speed
2026-04-25,23.8,30.3,30.9,80.8,12.2
2026-04-26,21.0,20.0,29.3,81.1,10.3
2026-04-27,23.1,19.0,32.4,79.9,10.4
2026-04-28,18.4,25.1,28.3,78.0,17.1
2026-04-29,25.5,32.1,28.0,81.5,9.9
2026-04-30,28.0,23.7,30.6,81.3,8.1
2026-05-01,26.7,29.4,31.9,76.8,6.3
2026-05-02,19.0,22.1,32.9,75.9,12.0
2026-05-03,17.3,17.4,29.7,79.5,12.2
2026-05-04,23.9,23.2,32.1,86.9,17.6
2026-05-05,31.9,36.5,30.4,73.2,8.3
2026-05-06,29.8,32.5,30.3,72.2,10.7
2026-05-07,25.1,29.3,31.9,80.6,17.1
2026-05-08,20.5,22.1,31.6,80.2,17.4
2026-05-09,23.8,23.5,28.3,81.0,10.8
2026-05-10,21.4,16.5,33.0,81.6,11.9
2026-05-11,23.4,24.6,32.9,79.4,9.5
2026-05-12,26.9,35.0,29.9,88.2,19.0
2026-05-13,30.0,28.7,31.5,72.9,6.8
2026-05-14,28.0,27.2,31.7,76.9,19.0
2026-05-15,24.8,29.1,31.4,80.7,15.3
2026-05-16,25.3,29.7,30.2,73.2,13.0
2026-05-17,28.8,28.2,30.1,80.7,5.5
2026-05-18,25.5,26.9,31.1,90.1,12.1
2026-05-19,37.5,40.5,32.9,82.0,11.1
2026-05-20,28.2,29.2,32.0,83.2,7.4
2026-05-21,39.4,45.3,30.7,75.9,14.8
2026-05-22,20.8,32.0,32.5,79.3,19.6
2026-05-23,33.9,31.5,27.1,80.6,13.4
2026-05-24,27.9,34.7,33.1,81.1,15.7
2026-05-25,34.3,35.9,28.8,89.2,6.0
2026-05-26,26.1,32.5,30.9,85.7,11.3
2026-05-27,36.7,40.2,29.8,77.5,6.7
2026-05-28,25.1,28.1,29.6,84.4,14.2
2026-05-29,18.8,24.9,33.3,85.8,19.1
2026-05-30,31.1,32.9,30.9,89.1,14.9
2026-05-31,34.4,33.3,32.1,91.4,6.2
2026-06-01,44.3,48.8,31.6,78.6,10.3
2026-06-02,38.7,38.9,32.4,79.7,13.3
2026-06-03,44.5,48.7,31.8,77.6,11.0
2026-06-04,27.2,30.8,29.8,82.8,17.5
2026-06-05,31.5,27.9,33.2,86.4,17.2
2026-06-06,20.2,21.3,31.0,89.1,14.2
2026-06-07,35.5,38.7,29.5,83.8,10.6
2026-06-08,39.2,39.8,31.2,82.7,8.8
2026-06-09,41.3,35.0,34.1,85.1,6.6
2026-06-10,38.1,44.2,33.1,80.3,10.3
2026-06-11,36.8,39.5,31.3,95.0,11.2
2026-06-12,21.8,26.2,31.4,76.5,15.1
2026-06-13,36.2,37.8,31.4,85.5,14.9
2026-06-14,43.7,46.5,35.0,94.8,6.1
2026-06-15,45.4,53.0,32.5,84.8,10.9
2026-06-16,43.4,42.7,32.6,83.8,7.7
2026-06-17,41.5,48.0,33.5,83.0,7.4
2026-06-18,39.8,44.4,32.3,84.0,17.4
2026-06-19,31.3,29.8,31.6,91.8,5.6
2026-06-20,38.0,46.9,31.7,73.9,11.3
2026-06-21,38.1,40.8,31.9,92.6,7.5
2026-06-22,34.9,40.5,31.9,77.8,18.2
2026-06-23,27.5,29.4,33.1,83.6,13.4
2026-06-24,49.3,48.6,32.1,82.8,8.5
2026-06-25,37.9,40.9,33.1,87.9,12.5
